Melt temperature,Mold temperature,time_to_fill,ZDx - Plasticizing time,ZUx - Cycle time,SKx - Closing force,SKs - Clamping force peak value,Ms - Torque peak value current cycle,Mm - Torque mean value current cycle,APSs - Specific back pressure peak value,APVs - Specific injection pressure peak value,CPn - Screw position at the end of hold pressure,SVo - Shot volume,quality
106.121,82.042,11.128,2.95,75.64,903.5,919.7,113.6,102.4,145.5,876.1,8.76,18.81,4.0
106.258,81.149,6.864,3.17,74.83,909.0,925.8,116.0,106.5,145.9,923.1,8.87,18.7,1.0
106.185,81.368,6.968,3.2,74.82,912.7,925.4,115.4,104.7,147.6,919.5,8.86,18.71,2.0
105.449,81.437,6.968,3.16,74.83,908.6,918.2,120.5,107.3,147.6,937.7,8.76,18.89,1.0
106.191,81.22,6.864,3.2,74.83,910.8,925.2,120.2,105.5,145.7,919.0,8.83,18.74,1.0
106.171,81.372,6.968,3.23,74.82,908.6,926.0,121.1,104.2,145.6,911.4,8.8,18.77,2.0
106.264,81.316,6.968,3.25,74.8,912.3,929.1,112.1,103.2,147.6,911.9,8.85,18.72,2.0
106.028,82.05,11.128,2.93,75.64,900.1,916.7,116.9,105.0,145.7,898.0,8.9,18.67,4.0
105.897,81.3,6.292,3.26,75.76,890.7,914.9,116.0,106.2,144.9,903.5,8.82,18.75,3.0
106.107,81.457,6.084,2.87,75.65,904.9,919.7,114.8,105.6,146.1,899.7,8.95,18.62,4.0
106.097,82.092,10.972,3.0,75.63,900.3,916.0,115.1,102.7,146.2,885.4,8.81,18.75,3.0
106.27268351765008,81.362,6.968,3.16,74.82,885.1152200160644,935.9,118.4,107.8,147.6,926.5,8.85,18.75,1.0
106.053,81.509,6.136,2.83,75.64,904.2,919.7,117.8,108.1,146.7,891.9,8.87,18.7,4.0
106.4873969501806,81.471,6.864,3.22,74.82,885.2984746225802,926.3,107.3,106.41873617761064,145.9,937.7,8.68,18.75,1.0
106.074,81.976,11.024,2.98,75.62,900.7,916.2,114.2,102.8,145.5,878.6,8.82,18.75,4.0
105.827,81.127,6.188,3.35,75.74,891.5,913.2,116.0,107.2,147.3,879.5,8.76,18.81,3.0
105.449,81.402,6.968,3.16,74.82,919.8717659741152,935.9,120.5,106.39543665742596,146.1,874.6,8.85,18.8,1.0
105.826,80.943,6.968,3.23,74.81,900.1,915.3,120.2,105.5,145.9,912.0,8.82,18.74,2.0
106.05,81.389,6.968,3.21,74.79,911.4,925.8,118.1,107.7,146.3,914.1,8.83,18.73,2.0
105.984,81.222,6.292,3.37,75.73,894.1,914.5,115.4,103.7,145.6,877.6,8.67,18.89,3.0
106.009,81.276,6.292,3.24,75.72,890.4,910.5,122.3,109.2,147.3,887.6,8.73,18.83,3.0
105.916,81.256,6.239999999999999,3.34,75.75,893.3,913.2,117.5,105.0,146.3,896.8,8.79,18.78,3.0
106.056,81.973,11.128,2.97,75.63,900.0,915.5,111.2,102.0,145.5,880.8,8.83,18.74,4.0
106.343,81.422,6.968,3.16,74.83,882.2,899.4,116.0,107.1,146.0,923.6,8.85,18.72,2.0
106.02,82.056,11.128,2.92,75.59,901.4,915.8,114.5,104.7,146.6,896.3,8.87,18.7,4.0
105.968,81.029,6.968,3.16,74.83,907.0,922.7,116.3,104.7,146.9,919.0,8.86,18.7,2.0
106.367,81.399,6.968,3.2,74.8,914.0,928.7,113.3,103.3,146.2,911.9,8.85,18.72,2.0
106.038,81.964,11.128,2.93,75.65,901.4,918.6,119.9,105.9,145.4,899.1,8.92,18.65,4.0
106.011,81.31,6.188,3.26,75.73,894.8,912.9,120.5,106.4,144.8,900.5,8.77,18.8,3.0
106.093,81.486,6.084,2.85,75.63,904.0,919.1,115.1,105.1,145.6,894.5,8.89,18.68,4.0
106.287,81.349,6.968,3.27,74.81,921.2,937.6,112.7,101.8,145.7,907.6,8.8,18.77,2.0
105.825,81.131,6.188,3.3,75.76,890.4,911.8,118.1,109.4,145.6,897.3,8.78,18.78,3.0
106.427,81.306,7.124,3.22,74.81,881.1,896.8,112.1,103.8,146.5,904.7,8.81,18.76,2.0
106.108,81.398,6.084,2.86,75.63,904.4,921.0,123.8,106.0,146.4,898.6,8.97,18.6,4.0
105.449,81.402,6.864,3.16,74.83,885.557068692163,919.9,116.9,106.7,145.8,937.7,8.68,18.73,1.0
106.196,81.337,7.124,3.21,74.8,912.9,927.3,117.2,106.5,145.4,910.6,8.81,18.76,2.0
106.474,81.398,6.968,3.22,74.8,879.3,896.1,113.3,102.7,145.6,930.6,8.82,18.75,1.0
106.414,81.411,7.124,3.18,74.81,881.0,897.7,115.4,105.6,145.2,926.1,8.82,18.75,1.0
105.883,81.312,6.188,3.34,75.77,889.3,909.2,117.5,107.3,144.9,890.9,8.77,18.8,3.0
106.087,81.958,10.66,2.89,75.64,903.8,919.0,119.3,107.6,145.0,898.5,8.85,18.72,4.0
106.21,81.397,6.968,3.19,74.81,913.2,927.5,120.8,103.8,146.7,916.2,8.84,18.73,2.0
105.938,81.292,6.239999999999999,3.34,75.7,895.3,916.2,116.9,106.5,145.4,886.8,8.81,18.76,3.0
105.832,81.18,6.239999999999999,3.33,75.73,892.2,913.2,114.8,106.1,146.2,881.9,8.72,18.85,3.0
106.09,81.477,6.084,2.87,75.62,907.3,922.3,116.3,105.9,145.5,901.3,8.94,18.62,4.0
106.18,81.385,6.968,3.18,74.8,884.3,902.9,114.2,106.2,145.4,911.0,8.83,18.74,2.0
106.062,82.054,11.128,2.89,75.61,902.2,916.2,116.0,106.6,145.7,899.2,8.9,18.66,3.0
106.098,82.028,11.128,2.9,75.65,900.0,918.6,116.0,105.1,146.6,894.7,8.88,18.69,4.0
106.285,81.421,6.968,3.2,74.8,909.4,926.2,113.3,105.7,146.2,913.0,8.84,18.73,2.0
106.304,81.392,6.864,3.29,74.82,911.6,926.0,117.2,102.1,145.3,903.0,8.8,18.77,2.0
106.278,81.468,6.864,3.24,74.81,906.4,925.1,122.6,104.5,145.3,906.0,8.86,18.71,2.0
105.834,80.956,6.292,3.41,75.74,895.0,913.2,113.6,104.1,146.3,866.3,8.67,18.9,3.0
106.088,81.408,6.084,2.85,75.62,904.0,919.5,117.5,105.9,146.0,894.8,8.88,18.69,4.0
105.968,81.034,6.864,3.14,74.83,921.4,938.9,120.2,110.5,148.4,917.2,8.87,18.7,2.0
106.278,81.327,6.864,3.27,74.82,911.0,928.0,113.6,102.2,147.1,900.0,8.79,18.78,2.0
106.088,81.441,6.084,2.87,75.64,905.5,922.8,123.2,106.4,145.4,907.5,8.95,18.61,4.0
106.384,81.398,6.968,3.24,74.8,909.6,926.2,114.5,104.3,146.6,912.1,8.76,18.81,2.0
106.091,81.983,11.128,2.99,75.62,901.1,916.7,113.6,102.3,144.9,886.8,8.85,18.72,4.0
106.1,81.417,6.188,2.86,75.64,906.6,923.4,117.5,106.2,146.7,901.6,8.89,18.68,4.0
106.079,81.413,6.084,2.86,75.65,904.6,921.5,122.3,105.8,145.6,900.1,8.96,18.61,4.0
106.27116126451516,80.411,6.968,3.187625189408011,74.83,908.6,926.3,120.5,106.7,145.6,933.1,8.83,18.73,1.0
106.096,81.382,6.084,2.9,75.66,904.4,919.5,116.0,106.6,145.8,895.4,8.9,18.67,4.0
106.242,81.308,6.968,3.22,74.81,912.9,928.2,113.9,105.0,145.9,910.2,8.81,18.76,2.0
106.257,81.328,6.968,3.22,74.8,911.0,925.4,115.4,106.1,146.0,914.7,8.86,18.71,2.0
105.959,81.213,6.292,3.3,75.75,894.4,914.2,116.0,106.7,146.5,883.3,8.72,18.85,3.0
105.863,80.766,6.864,3.4,74.82,916.2,935.6,118.1,104.7,147.1,896.6,8.78,18.78,2.0
105.449,81.343,6.864,3.1884218313767705,74.82,908.6,895.3,120.5,107.8,147.6,926.5,8.83,18.8,1.0
106.117,82.044,11.128,2.93,75.64,900.9,918.2,118.7,104.3,146.0,887.0,8.85,18.72,4.0
106.316,81.402,6.968,3.21,74.81,914.5,930.0,117.2,105.5,146.3,913.6,8.8,18.77,2.0
106.386,81.403,6.864,3.26,74.81,910.1,925.4,113.9,102.4,147.8,907.3,8.82,18.75,2.0
105.449,81.162,6.968,3.1807387701328254,74.81,886.9,938.2,120.5,107.8,147.6,922.3,8.59,18.75,1.0
